幸福小区,26.372743,106.675224
花溪机械厂家属宿舍14栋,26.372592,106.679088
三号学生公寓,26.376219,106.638659
贵州财经大学花溪校区翠竹苑,26.378789,106.647628
贵州财经大学花溪校区翠竹苑-1栋,26.377751,106.647431
贵阳市大学城贵州财经大学公租房,26.376013,106.651571
贵州财经大学花溪校区樱花苑-3栋,26.378598,106.648984
贵州财经大学花溪校区樱花苑,26.37891,106.649848
石桂山庄,26.374448,106.680106
贵州医科大学(花溪校区)东区-3栋,26.379031,106.641711
贵州财经大学花溪校区翠竹苑-3栋,26.379894,106.647668
贵州医科大学(花溪校区)东区-1栋,26.380711,106.644003
贵州财经大学花溪校区樱花苑-2栋,26.379449,106.65052
贵州财经大学花溪校区樱花苑-1栋,26.379602,106.649402
贵州财经大学7号学生公寓,26.379922,106.649777
贵阳中医学院花溪校区杏园3栋,26.386349,106.630419
贵阳中医学院花溪校区杏园2栋,26.387014,106.630705
南溪苑,26.388003,106.688987
贵阳中医学院花溪校区橘园3号,26.392387,106.626144
GEN-Y世代主题商城,26.390333,106.639194
贵州师范大学花溪新校区二号学生生活区,26.392284,106.642881
桐木岭村,26.38851,106.686454
贵阳中医学院H1宿舍(杏园1),26.392858,106.624261
贵阳中医学院花溪校区H4宿舍楼,26.393363,106.624487
贵阳中医学院花溪校区橘园1栋,26.393031,106.624397
贵阳中医学院花溪校区H2宿舍楼,26.392998,106.625942
贵州轻工职业技术学院-教师公寓,26.395565,106.632965
贵州师范大学花溪校区修身苑,26.393181,106.638926
贵州师范大学9栋学生公寓,26.393889,106.639738
贵州师范大学7栋学生公寓,26.392769,106.63956
贵州师范大学花溪校区正心苑,26.393869,106.639738
花溪碧桂园,26.394264,106.73568
碧桂园学府1号,26.401224,106.617798
贵州大学明德学院北组团4号楼,26.400182,106.645483
上板幸福小区,26.397872,106.6644
关口寨安置小区,26.40038,106.677711
云上小区,26.400399,106.687583
西南国际二手名车广场,26.400508,106.746894
贵阳国际汽配城A区-12栋,26.398722,106.747805
贵阳国际汽配城A区-10栋,26.398961,106.746319
贵阳国际汽配城A区-2栋,26.400943,106.746274
贵阳国际汽配城A区-1栋,26.401273,106.747588
贵阳国际汽配城A区A3栋,26.40098,106.746751
贵阳国际汽配城A区A8栋,26.399406,106.746793
贵阳国际汽配城A区-B5栋,26.40017,106.746739
贵阳国际汽配城A区A5栋,26.400442,106.746719
贵阳国际汽配城A区-B3栋,26.400723,106.746764
贵阳国际汽配城A区-4栋,26.40029,106.746168
贵阳国际汽配城A区-7栋,26.399063,106.74791
贵阳国际汽配城A区-6栋,26.400854,106.747747
贵阳国际汽配城A区A11栋,26.399125,106.746813
贵阳国际汽配城A区-B8栋,26.399691,106.746779
